,TotalAssets,LoanAmount,AnnualIncome,MonthlyDebtPayments,BaseInterestRate,LengthOfCreditHistory,Age,TotalLiabilities,CreditScore,CheckingAccountBalance
32,11.153733069192743,9.219795530746937,11.020267145159687,380,0.255594,19,39,10.066498860795583,559,7.493317248862145
33,12.624618493176868,9.33423800863242,9.61587214452889,721,0.298818,18,27,9.523763287920113,535,8.252185436003328
34,12.426408258272156,9.226902460275161,10.455618254118846,388,0.265166,4,49,9.3031929889908,520,7.922261058353247
35,9.846917201047734,10.093570577723847,11.36082268676027,870,0.253686,10,25,8.62245370207373,571,7.01301578963963
36,12.047785924062943,9.816130661317876,11.273423847043201,482,0.247326,19,42,10.314106025885087,552,7.368970402194793
37,10.819778284410283,8.989194823324645,10.123225310715505,327,0.191015,28,18,9.005405040310642,604,5.298317366548036
38,12.274805483211265,10.487851700636917,10.9548684614988,370,0.276876,21,24,11.207527386712668,508,5.493061443340548
39,11.655492165982123,9.461176908307142,12.00336877345342,337,0.20035,1,42,9.792611856190192,655,5.736572297479192
40,10.744041293818528,10.32607195245168,10.557218000732282,560,0.228017,20,48,8.155362120328135,595,7.3395376954076745
41,10.232035618540193,10.0589516551602,11.512135152755784,298,0.197363,11,42,10.067729995930177,582,5.666426688112432
42,13.045676698627407,10.149448789130783,10.965798861477905,159,0.265076,1,38,10.152454783859795,591,6.059123195581797
43,10.669211175914377,9.227885551191932,10.33822015832486,289,0.1901759999999999,6,36,10.251853068603719,590,5.521460917862246
44,9.73896662036768,9.911951630948257,9.652587324176876,346,0.255169,13,22,8.685077700412423,500,7.288927694521257
45,12.015517283809116,10.896517078629172,11.570798068160682,399,0.303987,16,31,11.149686165573934,530,5.342334251964811
46,9.784084455288346,9.95213484935765,11.325245577931588,471,0.273496,8,34,11.673299596031358,545,7.1284959456800365
47,9.417435838868785,10.289396003095074,10.88848311441727,221,0.218918,20,52,10.224954919906036,631,7.382746449738912
48,12.015130034003953,9.92378025580389,11.56779236641107,387,0.251909,21,44,10.012386799492118,627,8.608312784783722
49,10.131459428706979,9.218110109240543,10.97409466479416,592,0.225577,7,18,9.65265158120501,519,5.442417710521793
50,12.14509045979538,10.626581809464026,11.711284399461807,220,0.209715,12,43,7.80710329012598,653,8.294299608857235
51,10.842341802819034,9.933677223699185,9.683775606523614,465,0.242612,21,35,9.381853730053534,526,6.501289670540389
52,9.885221743729236,10.292213336639994,10.492884032102145,384,0.218501,12,31,10.950508256718583,592,6.0844994130751715
53,10.375769833681609,10.513225949874762,11.728738211475132,713,0.196298,24,47,9.980170777307086,631,7.4413203897176174
54,11.454649956824472,9.889287203134987,12.516105566391408,278,0.251717,13,52,8.602269363771356,586,7.515344571180436
55,10.58037831057655,9.691160293655768,10.794624565526743,817,0.233673,19,51,11.48722809778297,615,5.58724865840025
56,12.538328864367932,9.265491216441031,10.36356710058417,183,0.2365659999999999,12,29,11.727100922878089,498,7.856319571406588
57,10.532016208758332,8.589885876809678,11.141919752913635,458,0.2908759999999999,11,36,10.085600754292345,499,7.050989447068045
58,10.022381082476539,10.05113139444869,11.1900858800403,803,0.210181,29,43,10.417597776093334,616,5.723585101952381
59,12.212621157147938,10.785849146147198,11.562553373372046,772,0.266831,24,51,10.989723570136182,653,7.660114319173928
60,12.364677675706812,10.181611592175802,9.61587214452889,468,0.257912,22,34,9.320449594656212,607,7.643003635560718
61,10.710788970398378,9.962982124321767,10.558777090539833,373,0.216225,29,37,10.263048328453317,600,5.831882477283517
62,10.57203461622784,10.036925190765844,11.258755535050895,499,0.244354,22,26,9.167537249650874,527,6.539585955617669
63,11.503248796668048,9.807967350678716,9.61587214452889,528,0.225177,3,25,12.523008862169462,576,7.013915474810528
64,10.7131947990075,9.768068665428393,10.125590562675091,336,0.206966,12,49,10.313011080771794,611,7.344719054149673
65,12.226522122397583,9.70771594801777,9.811865562988816,733,0.204443,20,56,9.348710041240954,574,6.3080984415095305
66,11.653556594709974,10.19950974926291,11.117925406709828,317,0.214389,24,39,9.681156171322476,615,8.599878558034845
67,12.694701738899074,10.380001195584374,10.386499949656635,447,0.173708,3,52,9.449121024069791,647,6.280395838960195
68,11.45715902306415,9.919065582499446,10.199137794637085,562,0.200813,29,44,10.064159777925026,649,8.227108234348146
69,11.429554725537322,9.93677725040077,10.899125365576408,322,0.195676,7,32,8.34212526333359,620,5.963579343618446
70,10.030648698152808,9.988196280463082,9.899730503658416,495,0.249267,19,44,8.993675786759683,535,7.426549072397305
71,9.513625087655372,9.81159153783159,11.416293411876241,153,0.167243,21,58,10.380311619626104,672,7.038783541388542
72,11.94473385508442,10.271423848751878,12.15712396879829,304,0.204394,8,39,10.551401983816316,619,6.863803391452954
73,11.727488307071201,10.139112881352395,10.473704096244782,424,0.1943129999999999,26,58,8.46653127661401,612,8.082093278178382
74,11.94260827616913,10.82430800969668,9.61587214452889,537,0.260226,26,18,11.177158979248253,570,8.097730573664219
75,10.648349188782753,10.145609862448119,10.617172384313621,785,0.201978,14,49,8.90231952852887,617,7.013915474810528
76,11.073101804225626,10.184673571244208,10.979445150639432,206,0.299993,13,41,10.645234402932136,523,7.4570320891223805
77,13.008881080299638,9.833762270044563,11.13898809326636,1044,0.238152,16,36,9.737373934586381,531,6.447305862541213
78,9.324561516066206,10.345509572617173,11.437468891554785,396,0.216616,3,41,9.605014129006127,619,6.912742820493176
79,9.81961669349898,11.628519439713473,10.597908920973804,406,0.3347529999999999,2,18,10.299407247800762,545,6.588926477533519
80,12.194167054400864,10.63262909331945,10.616069645734681,370,0.247465,27,37,10.14839259563185,618,7.240649694255466
81,13.11553008353995,10.187312194660604,9.61587214452889,378,0.227563,21,44,10.023800718046136,588,7.717351272185329
82,10.50594386781157,8.918650278126863,11.370209162768633,413,0.204969,24,57,11.166087691309688,615,9.0455836463617
83,11.169674303268108,9.787066089518877,9.780019638535883,226,0.242801,21,33,10.011085563134147,540,7.598399329323964
84,12.060011655745967,9.573593631275038,10.663194647341323,363,0.240879,2,30,10.18259547176777,517,7.247792581767846
85,11.365016929029293,10.600103709234817,10.278390355061653,685,0.230138,19,33,10.820058245217599,570,7.294377299288821
86,10.862895243483688,10.112248163482885,11.018514382472333,664,0.188142,17,50,9.499346567390095,663,7.452402451223638
87,10.817575860855083,9.857757700829954,11.513255410532205,824,0.262105,29,43,8.366835309827675,524,5.713732805509369
88,11.021166903921463,9.133459327640225,10.488018924717574,257,0.194259,11,33,11.421500727050882,620,7.0587581525186645
89,12.60884412908685,9.76818316050523,10.397634863249305,1180,0.210968,19,46,8.504918160540624,623,7.660585461703256
90,10.090589332503072,9.906981441790384,10.853367787403839,407,0.242569,7,41,10.109729065774982,585,7.133295954896068
91,10.314072863338863,11.106204568690059,10.349838653116635,357,0.243582,25,51,10.543787600548086,596,6.852242569051878
92,11.786929416987036,10.19950974926291,10.015028927269036,216,0.259889,8,31,10.755389085456933,524,8.182838710766026
93,11.752021102498365,10.11924388541632,11.935909549075074,148,0.214815,25,36,11.397525836740476,610,6.376726947898627
94,9.826768482122723,9.991956200523736,9.623839785112668,423,0.265849,26,35,9.595466709088816,562,7.1276936993473985
95,13.015548471299931,10.031660866259111,10.999279200267464,246,0.212734,9,22,9.513255825068553,570,5.799092654460526
96,11.528985804516742,9.880218925596774,10.920690922912064,362,0.212039,24,43,8.971067438732089,645,6.838405200847344
97,11.512715442917141,10.138243419178504,10.34009596741305,286,0.209791,25,43,9.967353972864542,601,5.676753802268282
98,11.490373060499717,9.66478610230597,10.949770923024142,213,0.254752,7,40,10.413973118489015,592,6.453624998892692
99,12.710504875037081,10.265174913298397,10.691967639914864,457,0.264214,29,37,10.289396003095074,539,7.986164860332727
100,11.343583310124329,10.466013387887635,11.30903291824813,519,0.295601,24,23,9.591649390206587,509,7.578656850594762
101,10.928273880563582,9.760771250334534,10.187462763056583,194,0.216339,14,34,11.309461984422846,612,6.240275845170769
102,10.941163712541249,10.523337970284603,10.42138808997408,212,0.234172,8,35,10.058223775185438,596,9.436280010592395
103,10.909052100154165,9.675205823365795,11.453589387623682,203,0.1969169999999999,2,30,9.483264073452418,608,8.97979449089521
104,11.692501589845843,9.344171719609703,10.717656961343524,879,0.212931,24,38,10.185503603361282,587,7.893198869544609
105,8.19671240721307,10.451348811602948,11.168771801585168,324,0.23109,19,44,9.989894580276866,597,7.036148493750536
106,11.04200941959947,9.542374201998465,11.564008237199545,391,0.230937,26,62,10.262175469085363,656,7.830822995135316
107,11.300833123468033,10.008838068143953,11.062096815110534,623,0.258721,18,42,9.461254720235749,517,4.919980925828125
108,10.814142432791654,10.567875111424648,10.364513502749514,314,0.290365,6,43,10.67160304933338,487,5.44673737166631
109,10.077524889742385,10.060363087998608,10.305647203635566,589,0.2703959999999999,4,39,10.510068711466475,536,7.763871287820222
110,11.178319485806725,9.275003885301905,11.381380669183423,725,0.221667,19,18,8.61122983334262,608,6.313548046277095
111,10.412381311452293,10.478751692439356,10.923327160038841,1206,0.2380509999999999,13,39,10.215740278922114,565,7.002155954403621
112,11.858435310524388,10.362114208758525,10.614548322380951,269,0.307637,9,40,9.912695033287042,558,5.988961416889864
113,11.26457948363082,10.43922040000822,11.245986753656346,407,0.189173,3,69,8.68541582383069,680,8.044947049617722
114,11.509228640125938,9.825201634137583,10.038979521973285,288,0.250993,6,37,9.220191688026556,525,8.158229916959494
115,9.777243825961877,9.750452916367067,10.808150948169304,438,0.227661,8,43,10.61120309727147,609,7.344072850573066
116,10.33371031177002,10.368667064416371,10.68070010821374,544,0.221345,15,39,10.456366412533118,611,8.5956346177228
117,10.499931082862638,10.16203685698089,10.63110862095615,419,0.2249,21,25,10.529506194089404,572,8.820699399214904
118,9.617736946934095,9.665928089487558,10.529586398342945,442,0.19777,19,53,10.27663605916775,626,6.637258031284457
119,11.427520070427432,9.884814287270506,10.787255092704724,346,0.232629,19,49,9.716193654115616,564,7.02197642307216
120,10.350030622402139,9.916946572220285,10.709427560571196,228,0.22827,7,49,11.079091746061607,574,7.207118856207756
121,9.821517989668877,9.403766708502243,11.741748855415603,543,0.217133,20,29,9.250714266114455,580,7.373374309910049
122,11.209777746906438,10.150347630467653,9.624566985752919,351,0.203599,5,56,9.625491749673769,634,7.977968093128549
123,10.823132652222856,9.397317740306331,11.206087755878668,491,0.195555,1,23,10.996282955882673,603,6.398594934535208
124,10.833977003810096,9.841931246837023,10.826674451098125,441,0.212805,1,47,8.17131687471973,602,6.666956792429207
125,13.364002034914776,9.938854696373419,10.947590855703845,288,0.151219,27,66,9.612867836097005,669,6.559615237493242
126,11.405863502672645,9.850244991140409,10.451290991423688,444,0.203462,1,28,9.3195534569495,621,5.54907608489522
127,9.526245403371703,9.115370134384955,10.922046022357861,419,0.2215929999999999,21,33,8.729720590267258,565,7.575071699507561
128,11.08104964418264,9.621588724840075,11.084923294403351,323,0.254586,26,41,11.032467377820634,551,7.416378479192928
129,10.212735402902469,9.538204234060796,9.61587214452889,248,0.257379,13,33,8.639764743804419,523,5.673323267171493
130,12.579465562145266,10.237026921072703,11.91663570085712,604,0.242917,9,21,9.305650551780507,560,7.721791776817535
131,10.794091177474298,10.63494156725066,10.66237565605875,326,0.2240609999999999,24,40,9.285726098882073,585,6.633318433280377
132,11.627244730918758,9.158415299111264,11.103723383065155,408,0.209493,17,27,10.120130017507979,590,6.966967138613983
133,11.05701407208163,9.841931246837023,10.0043278674622,250,0.2228049999999999,12,45,8.90449432889673,602,7.8898337513942955
134,9.139595967450425,9.835583373922255,10.533668308899614,278,0.213686,24,28,9.778661019589283,620,7.059617628291383
135,10.79614111464413,9.706377178268735,11.810745969394933,607,0.180921,27,58,10.239709757902132,621,5.726847747587197
136,12.301914502151146,10.303102246966116,10.407348982500485,358,0.265324,19,30,9.080801000621198,539,6.912742820493176
137,12.224271045565146,8.619569258033104,10.700206149269437,313,0.271038,12,36,9.014811987694946,439,6.639875833826536
138,10.599131613294661,9.478763169489152,10.560929832225296,292,0.248578,23,49,11.710365492895884,499,7.020190708311925
139,10.85193564920934,10.617882394259105,11.849076221350778,293,0.316358,22,25,8.689127655323706,439,7.265429723253953
140,10.695370855832223,9.708870717648022,10.886408366708046,730,0.260962,12,42,10.379597500213624,521,6.459904454377535
141,11.775335882218817,9.3048320350689,11.639769547294895,427,0.19449,18,55,9.772068213669293,643,7.653494909661253
142,11.268928484460853,8.798605650854423,10.350446429473651,151,0.181124,20,20,10.348525875764018,581,6.171700597410915
143,9.096163326913784,9.94826969530802,10.751884808366633,616,0.265915,20,42,9.390659926099465,520,7.9676267393338165
144,12.331294610283555,10.132573413305968,10.944011583428672,340,0.228148,3,43,10.767853211545363,564,7.456454555176209
145,10.719537971447028,10.846906951798536,11.372317664958343,380,0.260374,19,49,12.48346950606238,612,6.338594078203183
146,9.88466144828608,9.79773807235252,11.154491832588034,545,0.253992,15,25,8.86177531100083,598,6.2285110035911835
147,10.387887062065596,10.188628900078157,10.391545958948146,231,0.275098,21,24,9.303739636234733,513,7.142036574706803
148,11.039122627865256,10.336470546681031,11.528434574570998,323,0.249836,14,46,10.495515211695501,612,5.937536205082426
149,12.155079306151622,9.957549510634658,10.11098940786038,489,0.2221099999999999,18,43,9.951324881950288,548,7.210079628170788
150,10.097614154779846,9.775881427930981,10.016414371391338,389,0.275603,23,43,10.753232416566384,594,5.683579767338681
151,10.967197789194973,10.39467153604683,10.767031302351667,377,0.235184,17,44,10.389825792650848,605,6.226536669287466
152,9.453364978883542,10.117025113705102,10.952664468932817,168,0.25976,20,31,9.447307929883463,500,4.867534450455582
153,10.432997531506247,10.313973369101156,10.26646260902334,343,0.26715,5,42,9.918671687861169,536,7.932362154339751
154,11.783273161485688,9.763708110007842,10.68207821491354,308,0.2188899999999999,10,43,9.334326351757174,547,8.465268118551318
155,11.504237836572663,10.2115235708683,9.909171369004426,347,0.224714,2,31,10.746755876664402,575,7.545389749611823
156,10.85828720583839,9.487820581943367,10.871117577739867,347,0.227197,27,62,11.135391621790756,682,6.594413459749778
157,11.287379029039709,9.293669979563187,11.446977951669238,826,0.257368,17,45,10.904321618285532,557,5.8805329864007
158,10.550564616241545,8.549466751966532,10.442229854296327,365,0.253163,26,25,8.691314551644853,574,3.7612001156935624
159,11.060101418000894,9.45915167003897,10.158904664400634,103,0.204324,5,47,9.535968306842717,587,7.557472901614746
160,11.741199831113455,9.335826992017598,11.18748614131548,533,0.223336,28,28,9.99186466315354,546,7.366445148327599
161,11.384626075800071,8.663887570567042,10.310052056087594,148,0.1837889999999999,1,49,9.921425697667141,594,6.263398262591624
162,10.004779804018,10.57653406138907,12.467051335147405,189,0.231703,18,53,10.354117212598666,545,5.777652323222656
163,10.861956159309152,9.6580983922746,10.972310512393486,770,0.196647,5,30,9.109414453386222,628,7.832014180505469
164,10.4107267527667,9.985804595025341,11.429043730989495,264,0.207715,4,51,9.69486308732112,618,8.31752199628717
165,11.06851160672349,10.423619735622419,10.009557816263195,816,0.234144,21,44,10.051821347041821,609,7.661527081358517
166,11.165535850056163,10.497062985697864,11.21298185956078,375,0.174708,28,49,11.231517005524044,653,9.674891664210184
167,11.431216369643684,9.849242537683732,10.415442538332677,545,0.177443,9,62,11.729688705320152,633,6.930494765951626
168,14.775932235735706,10.569648868011086,10.506792079094383,782,0.257434,11,37,9.168476167877484,553,7.2485040723706105
169,11.209642326289796,8.767796255626598,10.152649666248891,374,0.199923,6,30,9.684211512748407,583,6.175867270105761
170,11.022604836161578,9.363747918605496,11.226522574016828,182,0.271657,9,29,9.89202207442685,590,6.236369590203704
171,11.728794621917526,9.929983416340093,10.832852443897554,638,0.220036,14,30,9.72184576464693,591,6.16541785423142
172,11.68276950025307,9.184201714366488,10.793598566626898,558,0.203741,17,39,10.80845441067884,582,5.823045895483019
173,9.285262298493443,10.043597260520773,11.504278184777677,472,0.256007,24,44,10.658529136633662,524,5.030437921392435
174,11.534941327527868,10.607203684445308,10.784793387507323,340,0.234924,12,43,9.809121926500406,581,8.349957272040324
175,11.989252807328622,10.092329472153317,11.385830457166396,382,0.295156,17,49,10.133884732561645,568,5.53338948872752
176,11.52085395129235,9.757883578677337,12.088729513102175,280,0.209789,26,40,8.575084669832014,625,6.854354502255021
177,10.387578981099482,10.371551802400813,10.923074671219148,497,0.189937,14,57,9.335738781370516,614,7.180069874302796
178,11.001299521033468,9.387565631345389,10.700499130126362,215,0.217938,19,36,8.926384681265215,558,7.284820912568604
179,11.396661275283115,10.238637486729267,11.658565748169828,364,0.247462,6,72,10.49132977145065,511,8.167068178341237
180,11.353026629438281,9.483872808823522,12.002327227950946,210,0.171145,6,47,10.053156777054832,654,6.021023349349527
181,10.906836326977725,10.198058343191331,10.858806671377762,351,0.28335,3,29,9.219894584780995,517,5.971261839790462
182,11.798547917861054,9.616338671246005,10.273049106297938,112,0.214007,8,27,11.39543613617776,612,7.621684998724611
183,12.572231970200017,9.871635623086945,11.673819074350563,697,0.188372,6,45,9.113499020526627,652,9.323669057283185
184,9.449042262206245,9.621920081084202,11.129583818349687,394,0.2175909999999999,27,37,11.105363159279738,565,6.0473721790462776
185,10.372865986387945,9.75909741657673,11.673827588140774,451,0.21281,24,48,9.931054080253933,579,6.856461984594587
186,10.303705585457303,11.024790451123936,11.341318303493475,565,0.286876,7,45,9.605351022180487,579,6.297109319933935
187,11.14041145700175,10.129387302044055,10.777100402128553,447,0.242568,10,39,9.371268036082466,515,7.803026643632217
188,9.181632207839439,10.219793524324475,10.537680590252403,435,0.25394,9,29,9.728062162430014,557,6.298949246855942
189,11.977281928951003,9.467150780760877,11.206753503204602,182,0.2179269999999999,8,21,9.921229234012285,540,7.133295954896068
190,10.702749963884775,9.758057074325922,9.89131375160442,385,0.276292,9,34,11.575947211386385,592,7.193685818395112
191,10.67118546436037,10.067008479866365,11.617474651589642,496,0.239552,24,50,9.479145388658274,498,7.0630481633881725
192,10.58365080553778,9.407304205507007,10.900491536449458,292,0.240676,9,42,11.497720452427261,553,6.590301048196686
193,11.132426102879812,10.566381689925052,10.496399947300228,210,0.223807,9,25,10.224737370956664,620,6.416732282512326
194,12.694864294394497,9.993511055183717,10.938822746356111,653,0.225383,12,42,9.35296777022594,603,7.27931883541462
195,10.111598681016376,9.831454349636296,11.619607107555439,525,0.280109,17,44,10.330387941364357,487,5.707110264748875
196,11.319547005298054,10.60214452626967,10.91822898216709,317,0.22222,9,29,9.012011377036412,606,7.3277805384216315
197,10.00852301537001,9.715409458629793,10.275774984838279,158,0.23007,4,41,9.269834943761822,583,6.760414691083428
198,11.519503780330352,9.326967183907902,9.903037451255743,511,0.2042359999999999,15,40,8.936298185228436,564,8.663369301573839
199,9.166806369952454,10.147217737458726,12.188127591875297,326,0.2005189999999999,19,26,11.766520623740266,600,8.478660241699453
200,11.413491795254743,10.565324648253958,9.986264978993697,206,0.218766,13,44,10.531909527867445,630,6.20455776256869
201,10.006630611452996,10.373209892223665,10.801593946976432,352,0.31099,24,46,9.907728546793383,472,7.930925372483388
202,11.882915370069586,9.357121103184378,10.406139865612957,384,0.17658,25,52,11.09378223642709,640,6.687108607866515
203,9.75846178048587,10.534706136473906,11.41947156121897,917,0.2475969999999999,4,52,10.461101337800878,550,6.068425588244111
204,10.56684540428532,10.252488123663166,9.756784073343919,858,0.216852,29,23,9.47262771040802,593,7.556427969440253
205,9.542517684314515,9.426660697942268,11.832367798169745,285,0.196414,8,28,8.62245370207373,622,8.298041661371565
206,10.133209419210461,9.445333439647541,10.703783648613117,90,0.2411479999999999,28,46,10.49910459099786,613,6.9167150203536085
207,9.735187237104428,10.280998902962642,10.621302955145095,463,0.236172,18,46,10.338155412452387,576,7.527793987721444
208,9.671050954310326,10.459382139669696,10.816573153461334,565,0.3008689999999999,20,46,10.28134162693611,558,6.480044561926653
209,10.720863616235846,10.278905739291996,10.788555899181572,477,0.216111,15,80,11.100616994380056,656,7.638679823876112
210,10.284762421843075,10.186785026670085,10.525917160881786,504,0.2540489999999999,12,46,9.26321741157695,535,7.803026643632217
211,11.912748017092204,9.921720320797188,11.356423690150537,338,0.201367,8,53,10.863756891582494,628,7.080867896690782
212,10.91091613578162,10.007261810752583,9.718362068409439,236,0.208686,20,51,10.68226181906351,617,7.649216319820633
213,9.98562038207465,10.011489576337405,10.327087230839775,920,0.30228,26,47,10.275464816483304,490,7.790696031174738
214,11.11832611017237,11.009753808057733,11.593740182259948,292,0.27346,25,36,8.693831965074693,604,6.650279048587422
215,12.810694576500671,9.583764265872883,10.937667981044848,573,0.204026,4,49,10.706721562117986,571,6.490723534502507
216,12.019345397917231,9.802948727157515,10.48559143430275,239,0.248086,15,30,10.43722860087286,510,8.327242607457793
217,11.878255842338273,10.07907817399079,9.946690709836776,671,0.235838,25,37,10.93349974971198,566,6.285998094508865
218,10.854257002826525,9.42706335548747,9.979244164935375,194,0.246419,15,34,8.271548374755515,522,5.438079308923196
219,11.577757692971716,9.727704572581755,11.363938098933183,370,0.234275,12,40,10.414932984181524,535,8.408716715080153
220,11.497537677909582,10.71230442610505,10.299205309189412,631,0.276904,11,67,9.637371257998907,626,8.525161361065415
221,10.504711311745423,9.936825612146638,11.26345077190963,1093,0.216677,20,18,11.457285897099549,578,7.8551570058813445
222,10.099095453655817,11.321026187895164,10.468460394372565,572,0.290538,9,48,9.490242257109001,574,6.220590170099739
223,12.077790309614487,10.498525639985754,10.883691610153935,630,0.2492609999999999,24,20,9.219696466900208,544,7.585281078639126
224,9.475776835480644,9.44184883962202,10.907899045805411,462,0.180604,18,34,10.98999352120919,614,5.991464547107982
225,11.841912615238737,10.503861332943718,10.512029549808188,674,0.2689549999999999,14,53,9.97222039021722,505,8.52872642722991
226,12.053032182517425,10.566458990586012,10.530147648073713,153,0.2133099999999999,25,40,7.2909747781429814,601,7.044032897274685
227,10.119848151553505,10.247148176397175,10.292586123223995,455,0.260701,18,27,11.093538901521018,545,8.566364235422688
228,11.18647484379009,11.425535834633639,10.451319901931214,285,0.374131,16,31,10.915270265869504,445,6.910750787961936
229,11.713594342248909,9.62397204275074,10.943499211400042,115,0.192622,25,48,8.770904744296866,615,7.146772179452637
230,11.696496241164615,10.233618295752684,10.397512837623772,392,0.264322,15,31,8.655388690167637,537,8.504715669905124
231,10.671487070998001,9.907877900837422,11.169053920867071,582,0.237587,4,42,9.873182972271273,575,6.259581464064923
232,11.81403695773367,10.552813453547223,10.862550376254152,356,0.246284,3,40,10.866089187273534,574,8.454679286026995
233,10.979973516212516,9.113609183016411,10.67941215955364,564,0.2410769999999999,1,32,9.35668926831132,506,8.909370405197466
234,10.556515616499246,9.744960644307891,10.08088031609333,678,0.222567,26,65,11.427443826424803,599,8.073091199693154
235,11.165295208533015,9.978873279442018,10.69758805131066,499,0.231565,12,47,9.913784358013496,550,7.54274354536855
236,12.619800192155497,10.47121322343493,9.673193497193077,264,0.284784,27,18,10.071667925775051,551,8.288031567776464
237,12.191090978707003,10.27035042286235,10.587543533084293,337,0.204363,7,42,10.01695015744693,599,6.318968113746434
238,11.513835051171247,10.398153306102595,10.795034670519367,176,0.273298,4,32,10.340645107376782,549,6.102558594613569
239,10.056852209242422,9.515985144802135,10.67380408586716,361,0.2565739999999999,6,50,11.200745760918048,564,6.520621127558696
240,11.460378753805015,10.265209737696374,9.83429823318313,511,0.261715,12,30,8.945984124827898,544,5.0106352940962555
241,11.666598888071467,10.297520899681873,10.650412438776545,395,0.233658,1,38,9.562615651570228,582,6.263398262591624
242,9.936487030799237,10.704681637179208,11.505125121237494,281,0.374563,21,46,8.83200393125627,450,7.21081845347222
243,11.674329773508795,9.580178302441196,10.213909111957399,590,0.212474,28,50,10.74744412273953,634,8.662677858158219
244,11.744029249394185,10.41211075274692,9.61587214452889,253,0.226759,9,25,10.768063848723605,603,6.4425401664681985
245,8.616676469901188,9.948508718183648,11.23025746767415,448,0.20092,8,35,9.451873788401983,610,6.7580945044277305
246,11.89621312813369,9.210340371976184,10.130503596064212,312,0.243999,24,34,9.983776383764932,602,7.142036574706803
247,10.755239763272712,10.511267458374771,10.457889773418664,570,0.228726,1,32,11.615256396067691,606,6.507277712385012
